127.0.0.1 - - [13/Apr/2020:01:09:52 +0530] "GET / HTTP/1.1" 404 709
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:53 +0530] "GET /StrutsDemo/ HTTP/1.1" 200 56
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/index.action HTTP/1.1" 200 6995
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/js/jquery-3.5.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/webfonts/fa-brands-400.woff2 HTTP/1.1" 200 76612
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:09:54 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 79444
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/index.action HTTP/1.1" 200 7026
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/assets/js/jquery-3.5.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:15 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/index.action HTTP/1.1" 200 7048
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/css/all.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/assets/js/jquery-3.5.0.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/assets/bootstrap-4.4.1-dist/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:33 +0530] "GET /StrutsDemo/assets/fontawesome-free-5.13.0-web/js/all.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:35 +0530] "GET /StrutsDemo/newEmployee.action HTTP/1.1" 200 7048
0:0:0:0:0:0:0:1 - - [13/Apr/2020:01:10:41 +0530] "GET /StrutsDemo/newEmployee.action HTTP/1.1" 200 7048
